255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
218;255;255;228;255
180;223;195;175;255
214;200;184;169;227
209;210;169;167;178
235;188;188;150;153
245;183;191;150;158
191;187;171;159;152
205;210;167;156;143
223;179;189;159;161
218;211;185;189;179
192;235;196;234;215
218;252;249;255;243
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
253;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;250;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;239;214;167;206
185;232;204;158;239
232;249;150;157;255
245;255;133;118;255
201;219;163;107;222
218;219;144;187;224
230;234;140;149;239
193;255;146;115;230
236;255;174;169;241
241;255;252;240;255
255;255;255;255;255
255;255;255;255;255
255;244;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
254;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;253
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
245;255;255;255;255
255;255;255;255;255
255;255;255;255;255
254;255;255;255;255
253;255;255;255;255
253;255;255;255;255
248;255;255;255;255
244;255;255;255;255
244;255;255;255;255
243;255;255;255;255
241;255;255;255;255
240;255;255;255;255
235;250;209;239;208
209;176;144;172;141
200;159;163;158;169
200;182;109;152;184
240;106;111;163;148
219;107;105;146;141
159;153;94;169;143
167;226;139;182;153
197;179;150;174;148
214;235;163;224;236
244;255;237;255;248
255;255;252;255;250
255;255;247;255;255
255;255;250;255;255
255;255;255;255;255
255;255;255;255;255
255;248;255;255;255
250;255;255;255;255
253;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;255;255;255;255
255;248;255;255;255
255;255;255;255;255
240;247;255;255;254
252;250;255;255;226
255;252;255;247;255
255;255;254;255;255
255;255;253;255;255
255;255;255;255;255
255;254;255;255;255
255;250;248;255;255
255;254;244;255;255
255;255;247;255;255
255;253;255;255;255
255;255;248;255;255
255;255;245;255;255
255;245;243;255;255
255;255;254;254;255
255;255;255;255;255
253;255;255;255;255
255;240;255;255;255
255;254;248;255;255
250;250;243;255;255
255;255;255;255;255
255;255;252;255;255
255;245;254;255;255
255;232;255;255;254
250;237;250;255;243
241;240;247;255;239
232;228;197;187;133
144;172;167;102;93
153;209;157;117;128
158;163;135;124;132
175;189;123;152;124
124;189;107;137;111
123;152;102;124;118
144;178;102;157;107
135;230;175;197;193
189;236;249;237;250
228;228;236;248;255
218;223;244;255;255
218;253;254;255;255
210;244;245;255;255
209;249;255;255;255
188;255;255;255;255
237;255;255;255;255
196;232;255;255;255
197;218;255;255;255
227;208;255;255;255
250;228;255;255;255
236;236;255;255;255
227;250;255;255;255
223;250;255;255;255
218;245;255;255;255
226;237;255;255;255
218;239;255;255;255
209;254;255;255;255
231;255;255;255;255
223;255;255;255;255
232;240;255;255;255
223;248;255;255;255
241;248;255;255;255
254;247;255;255;255
243;244;255;255;255
223;239;255;255;255
230;236;255;255;255
228;243;255;255;255
206;255;255;255;255
255;253;255;255;255
252;247;250;255;255
214;245;241;255;255
230;253;253;255;255
239;255;254;255;254
224;255;249;250;228
205;250;255;247;245
204;248;255;224;221
202;226;178;170;172
183;182;153;114;141
215;157;149;96;107
198;162;143;93;127
162;167;117;93;122
185;153;149;106;192
223;191;120;153;176
255;226;187;193;227
234;215;248;227;239
230;239;239;236;232
247;248;241;245;224
248;250;241;250;226
239;252;236;240;236
235;240;241;237;243
218;245;240;240;244
223;252;244;237;236
237;245;240;227;232
241;237;232;231;240
232;241;219;252;255
217;247;224;250;255
222;241;243;243;245
226;243;249;254;218
219;250;255;253;222
228;248;247;243;232
245;244;226;235;236
244;253;244;235;239
